Unnamed: 0	glucosaminidase-unclustered	glucosaminidase-mmseqs_cluster	glucosaminidase-foldseek_cluster
507	A0A1S8SSP6	A0A1S8SSP6	A0A3R9QFF2
508	A0A1V5Q3J9	A0A1V5Q3J9	A0A2P2BVU5
509	A0A2K9IX05	A0A2K9IX05	A0A379AHB8
510	A0A962LHA7	A0A962LHA7	
511	A1ZJ01	A1ZJ01	A0A7C1VDL4
512	C0XHM5	C0XHM5	A0A377FWM0
513	J9W552	C0XHM5	A0A377FWM0
514	D7V195	D7V195	D7V195
515	E1NQ12	E1NQ12	A0A377FWM0
517	F9Q1W1	F9Q1W1	A0A2V3VWI7
518	A0A3R9JRT9	F9Q1W1	A0A2V3VWI7
519	A0A081PRD4	F9Q1W1	A0A2V3VWI7
520	A0A4J1ZIU7	F9Q1W1	A0A2V3VWI7
521	A0A0T8BLI7	F9Q1W1	A0A2V3VWI7
522	A0A081QXV9	F9Q1W1	A0A2V3VWI7
523	A0A3R9LFM5	F9Q1W1	A0A2V3VWI7
524	Q4W1Y3	F9Q1W1	A0A2V3VWI7
525	Q4W1Y4	F9Q1W1	A0A2V3VWI7
526	F9HPI0	F9Q1W1	A0A2V3VWI7
527	Q4W1Y5	F9Q1W1	A0A2V3VWI7
528	A0A1X1KEN0	F9Q1W1	A0A2V3VWI7
529	A0A0U0KGG6	F9Q1W1	A0A2V3VWI7
530	Q4W1Z0	F9Q1W1	A0A2V3VWI7
531	A0A501W1X5	F9Q1W1	A0A2V3VWI7
532	I0SFR1	F9Q1W1	A0A2V3VWI7
533	A0A081PVE1	F9Q1W1	A0A2V3VWI7
534	A0A8S0JHG4	F9Q1W1	A0A2V3VWI7
535	A0A0T7K393	F9Q1W1	A0A2V3VWI7
536	A0A1E9GKK8	F9Q1W1	A0A2V3VWI7
537	A0A0M5KDC2	F9Q1W1	A0A2V3VWI7
538	A0A0F2DBL2	F9Q1W1	A0A2V3VWI7
539	Q4W1Y7	F9Q1W1	A0A2V3VWI7
540	A0A1S9ZAB8	F9Q1W1	A0A2V3VWI7
541	W1UFE0	F9Q1W1	A0A2V3VWI7
542	A0A2N6PSH3	F9Q1W1	A0A2V3VWI7
543	A0A1X1K025	F9Q1W1	A0A2V3VWI7
544	A0A3R9IRU7	F9Q1W1	A0A2V3VWI7
545	A0A7X1RGV8	F9Q1W1	A0A2V3VWI7
546	R0MYV6	F9Q1W1	A0A2V3VWI7
547	A0A1X1K638	F9Q1W1	A0A2V3VWI7
548	A0A0T8ELI9	F9Q1W1	A0A2V3VWI7
549	A0A081QCC4	F9Q1W1	A0A2V3VWI7
550	A0A6L5H458	F9Q1W1	A0A2V3VWI7
551	A0A1X1JMU2	F9Q1W1	A0A2V3VWI7
552	A0A0F2DRY4	F9Q1W1	A0A2V3VWI7
553	A0A0F2DY18	F9Q1W1	A0A2V3VWI7
554	A0A559A841	F9Q1W1	A0A2V3VWI7
555	Q4W1Y0	F9Q1W1	A0A2V3VWI7
556	V8IAS8	F9Q1W1	A0A2V3VWI7
557	A0A081SCH9	F9Q1W1	A0A2V3VWI7
558	Q4W1X9	F9Q1W1	A0A2V3VWI7
559	A0A428EL49	F9Q1W1	A0A2V3VWI7
560	D3H8L8	F9Q1W1	A0A2V3VWI7
561	A0A1X1JGG9	F9Q1W1	A0A2V3VWI7
562	A0A4U9YJM8	F9Q1W1	A0A2V3VWI7
563	I0SVX3	F9Q1W1	A0A2V3VWI7
564	A0A1X1KVG0	F9Q1W1	A0A2V3VWI7
565	A0A4J2B7X4	F9Q1W1	A0A2V3VWI7
566	A0A4J1SNA9	F9Q1W1	A0A2V3VWI7
567	A0A1T0C9E8	F9Q1W1	A0A2V3VWI7
568	A0A4M9XBL2	F9Q1W1	A0A2V3VWI7
569	A0A7G1IT11	F9Q1W1	A0A2V3VWI7
570	G5ZZW5	G5ZZW5	A0A3G8YHB3
571	Q67LG3	Q67LG3	Q2SV66
572	R6EC92	R6EC92	W4P4D8
573	R6SXL5	R6SXL5	R6SXL5
574	T0E765	T0E765	T0E765
575	UPI00036FDCFC	UPI00036FDCFC	
576	UPI00039E3425	UPI00039E3425	
577	UPI00189A45CC	UPI00189A45CC	
578	A0A943HF91	A0A943HF91	
579	UPI00214A4F4E	UPI00214A4F4E	
580	UPI001C8CAF8A	UPI001C8CAF8A	
581	UPI001897D5A9	UPI001897D5A9	
582	UPI0018A95C84	UPI0018A95C84	
583	UPI001897F209	UPI001897F209	
584	UPI000B25F9B4	UPI000B25F9B4	
585	UPI001C04F33A	UPI001C04F33A	
586	UPI000D0D12F2	A0A8B5NLE8	A0A5M8RQI3
587	UPI000596E8C3	A0A8B5NLE8	A0A5M8RQI3
588	UPI00089E0730	A0A8B5NLE8	A0A5M8RQI3
589	UPI000F642CFF	A0A8B5NLE8	A0A5M8RQI3
590	UPI00142F67A5	A0A8B5NLE8	A0A5M8RQI3
591	UPI00155F7FCA	A0A8B5NLE8	A0A5M8RQI3
592	UPI0018E92061	A0A8B5NLE8	A0A5M8RQI3
593	UPI00201CCC84	A0A8B5NLE8	A0A5M8RQI3
594	UPI002041FAAB	A0A8B5NLE8	A0A5M8RQI3
595	UPI00059C51BA	A0A8B5NLE8	A0A5M8RQI3
596	UPI000E2FB3AF	A0A8B5NLE8	A0A5M8RQI3
597	UPI000F0781F3	A0A8B5NLE8	A0A5M8RQI3
598	UPI000FFED8A1	A0A8B5NLE8	A0A5M8RQI3
599	UPI0011CB75E1	A0A8B5NLE8	A0A5M8RQI3
600	UPI00155FEC79	A0A8B5NLE8	A0A5M8RQI3
601	UPI00165ACEB6	A0A8B5NLE8	A0A5M8RQI3
602	A0A8B5NLE8	A0A8B5NLE8	A0A5M8RQI3
603	UPI0009B61271	A0A8B5NLE8	A0A5M8RQI3
604	UPI00106679DC	A0A8B5NLE8	A0A5M8RQI3
605	UPI001367802C	A0A8B5NLE8	A0A5M8RQI3
606	UPI001D05D796	A0A8B5NLE8	A0A5M8RQI3
607	UPI00059DB8B4	A0A8B5NLE8	A0A5M8RQI3
608	UPI0008407361	A0A8B5NLE8	A0A5M8RQI3
609	UPI00102E9612	A0A8B5NLE8	A0A5M8RQI3
610	UPI00178CDFC3	A0A8B5NLE8	A0A5M8RQI3
611	UPI001FB2E88A	A0A8B5NLE8	A0A5M8RQI3
612	UPI00209BA4FF	A0A8B5NLE8	A0A5M8RQI3
613	A0A8G0X6N9	A0A8B5NLE8	A0A5M8RQI3
614	UPI00132F2FCF	A0A8B5NLE8	A0A5M8RQI3
615	UPI0013694758	A0A8B5NLE8	A0A5M8RQI3
616	UPI00157E054E	A0A8B5NLE8	A0A5M8RQI3
617	UPI00165CD7AB	A0A8B5NLE8	A0A5M8RQI3
618	A0A2M8SUK0	A0A8B5NLE8	A0A5M8RQI3
619	A0A6H2JWS2	A0A8B5NLE8	A0A5M8RQI3
620	A0A7U5BSJ6	A0A8B5NLE8	A0A5M8RQI3
621	UPI00034AC9F0	A0A8B5NLE8	A0A5M8RQI3
622	UPI00178CE541	A0A8B5NLE8	A0A5M8RQI3
623	UPI001C24F68D	A0A8B5NLE8	A0A5M8RQI3
624	UPI0005A46121	A0A8B5NLE8	A0A5M8RQI3
625	UPI0005E9ABE4	A0A8B5NLE8	A0A5M8RQI3
626	UPI0008475AA7	A0A8B5NLE8	A0A5M8RQI3
627	UPI000F469D6A	A0A8B5NLE8	A0A5M8RQI3
628	UPI0011DCA55C	A0A8B5NLE8	A0A5M8RQI3
629	UPI0002597669	A0A8B5NLE8	A0A5M8RQI3
630	UPI0008FAEDD1	A0A8B5NLE8	A0A5M8RQI3
631	UPI000C76960B	A0A8B5NLE8	A0A5M8RQI3
632	UPI00227DA8B6	A0A8B5NLE8	A0A5M8RQI3
633	UPI00107225E4	A0A8B5NLE8	A0A5M8RQI3
634	UPI001EE10EC4	A0A8B5NLE8	A0A5M8RQI3
635	UPI0021F4A8F5	A0A8B5NLE8	A0A5M8RQI3
636	A0A7V8GEH7	A0A8B5NLE8	A0A5M8RQI3
637	UPI00084F42B6	A0A8B5NLE8	A0A5M8RQI3
638	UPI0008FBAD0C	A0A8B5NLE8	A0A5M8RQI3
639	UPI001009FAB9	A0A8B5NLE8	A0A5M8RQI3
640	UPI001625CAC4	A0A8B5NLE8	A0A5M8RQI3
641	UPI00227EFE2C	A0A8B5NLE8	A0A5M8RQI3
642	UPI000418279F	A0A8B5NLE8	A0A5M8RQI3
643	UPI001009FF54	A0A8B5NLE8	A0A5M8RQI3
644	UPI0014320A51	A0A8B5NLE8	A0A5M8RQI3
645	UPI001D06E925	A0A8B5NLE8	A0A5M8RQI3
646	UPI0021557898	A0A8B5NLE8	A0A5M8RQI3
647	UPI00100A008F	A0A8B5NLE8	A0A5M8RQI3
648	UPI00119A0E30	A0A8B5NLE8	A0A5M8RQI3
649	UPI00125D6BD3	A0A8B5NLE8	A0A5M8RQI3
650	UPI000C9F8AEC	A0A8B5NLE8	A0A5M8RQI3
651	UPI000EF1FD7D	A0A8B5NLE8	A0A5M8RQI3
652	UPI00100A0D5B	A0A8B5NLE8	A0A5M8RQI3
653	UPI0013778FF0	A0A8B5NLE8	A0A5M8RQI3
654	UPI001490375E	A0A8B5NLE8	A0A5M8RQI3
655	UPI000D3D080C	A0A8B5NLE8	A0A5M8RQI3
656	UPI00100A209E	A0A8B5NLE8	A0A5M8RQI3
657	UPI0022812386	A0A8B5NLE8	A0A5M8RQI3
658	UPI0008529063	A0A8B5NLE8	A0A5M8RQI3
659	UPI00100A21E5	A0A8B5NLE8	A0A5M8RQI3
660	UPI00129E728B	A0A8B5NLE8	A0A5M8RQI3
661	UPI0013D44FAA	A0A8B5NLE8	A0A5M8RQI3
662	UPI002282029A	A0A8B5NLE8	A0A5M8RQI3
663	A0A1Q9FMQ8	A0A8B5NLE8	A0A5M8RQI3
664	UPI000BA52329	A0A8B5NLE8	A0A5M8RQI3
665	UPI00103B18F9	A0A8B5NLE8	A0A5M8RQI3
666	UPI00119D5C78	A0A8B5NLE8	A0A5M8RQI3
667	UPI0013D4BC7E	A0A8B5NLE8	A0A5M8RQI3
668	UPI0022821D48	A0A8B5NLE8	A0A5M8RQI3
669	UPI0005303685	A0A8B5NLE8	A0A5M8RQI3
670	UPI000CD1C217	A0A8B5NLE8	A0A5M8RQI3
671	UPI0011523B3D	A0A8B5NLE8	A0A5M8RQI3
672	UPI00156BABA8	A0A8B5NLE8	A0A5M8RQI3
673	UPI00061DC31B	A0A8B5NLE8	A0A5M8RQI3
674	UPI0008532EF9	A0A8B5NLE8	A0A5M8RQI3
675	UPI00214A3CAC	A0A8B5NLE8	A0A5M8RQI3
676	P39848	A0A8B5NLE8	A0A5M8RQI3
677	UPI0009553C80	A0A8B5NLE8	A0A5M8RQI3
678	UPI000BA8B01B	A0A8B5NLE8	A0A5M8RQI3
679	UPI00119FBE7B	A0A8B5NLE8	A0A5M8RQI3
680	UPI0013D7D39A	A0A8B5NLE8	A0A5M8RQI3
681	UPI0015E666BE	A0A8B5NLE8	A0A5M8RQI3
682	UPI00164B7918	A0A8B5NLE8	A0A5M8RQI3
683	UPI001C210DF3	A0A8B5NLE8	A0A5M8RQI3
684	UPI0020C25E0C	A0A8B5NLE8	A0A5M8RQI3
685	UPI00062826A0	A0A8B5NLE8	A0A5M8RQI3
686	UPI000D7766A9	A0A8B5NLE8	A0A5M8RQI3
687	UPI00022BB1EB	A0A8B5NLE8	A0A5M8RQI3
688	UPI000499FBC8	A0A8B5NLE8	A0A5M8RQI3
689	UPI000BB08EAC	A0A8B5NLE8	A0A5M8RQI3
690	UPI000D0324C8	A0A8B5NLE8	A0A5M8RQI3
691	UPI001C219975	A0A8B5NLE8	A0A5M8RQI3
692	UPI001CCBB3F8	A0A8B5NLE8	A0A5M8RQI3
693	UPI00216A9C1E	A0A8B5NLE8	A0A5M8RQI3
694	UPI0003978366	A0A8B5NLE8	A0A5M8RQI3
695	UPI0004A56E5D	A0A8B5NLE8	A0A5M8RQI3
696	UPI00065D2D28	A0A8B5NLE8	A0A5M8RQI3
697	UPI000A355149	A0A8B5NLE8	A0A5M8RQI3
698	UPI000F53F10F	A0A8B5NLE8	A0A5M8RQI3
699	UPI0014561386	A0A8B5NLE8	A0A5M8RQI3
700	UPI00203FA914	A0A8B5NLE8	A0A5M8RQI3
701	UPI002116B7F6	A0A8B5NLE8	A0A5M8RQI3
702	UPI000988EC6E	A0A8B5NLE8	A0A5M8RQI3
703	UPI000F53FE8F	A0A8B5NLE8	A0A5M8RQI3
704	UPI0015E7DA6D	A0A8B5NLE8	A0A5M8RQI3
705	A0A410WNB7	A0A8B5NLE8	A0A5M8RQI3
706	A0A4R6I235	A0A8B5NLE8	A0A5M8RQI3
707	A0A6A8FT86	A0A8B5NLE8	A0A5M8RQI3
708	UPI0003F9DB14	A0A8B5NLE8	A0A5M8RQI3
709	UPI000F5407EC	A0A8B5NLE8	A0A5M8RQI3
710	UPI0011A485C4	A0A8B5NLE8	A0A5M8RQI3
711	UPI0007AF0A61	A0A8B5NLE8	A0A5M8RQI3
712	UPI000CDA524E	A0A8B5NLE8	A0A5M8RQI3
713	UPI00145B3AEC	A0A8B5NLE8	A0A5M8RQI3
714	UPI0003FD4C19	A0A8B5NLE8	A0A5M8RQI3
715	UPI0006A910A3	A0A8B5NLE8	A0A5M8RQI3
716	UPI000E73AAD0	A0A8B5NLE8	A0A5M8RQI3
717	UPI001EEB45CE	A0A8B5NLE8	A0A5M8RQI3
718	UPI002040D431	A0A8B5NLE8	A0A5M8RQI3
719	UPI001C229F82	A0A8B5NLE8	A0A5M8RQI3
720	UPI001C8D626A	A0A8B5NLE8	A0A5M8RQI3
721	UPI001FFBCEC6	A0A8B5NLE8	A0A5M8RQI3
722	A0A809FQT1	A0A8B5NLE8	A0A5M8RQI3
723	A0A8F7SN31	A0A8B5NLE8	A0A5M8RQI3
724	UPI00063FDB5C	A0A8B5NLE8	A0A5M8RQI3
725	UPI000CDDEF87	A0A8B5NLE8	A0A5M8RQI3
726	UPI00039FF59A	A0A8B5NLE8	A0A5M8RQI3
727	UPI0006699925	A0A8B5NLE8	A0A5M8RQI3
728	UPI0007E4DD7E	A0A8B5NLE8	A0A5M8RQI3
729	UPI001F3BD2EF	A0A8B5NLE8	A0A5M8RQI3
730	UPI000FF8DD1E	A0A8B5NLE8	A0A5M8RQI3
731	UPI00204181DA	A0A8B5NLE8	A0A5M8RQI3
732	A0A165AQB3	A0A8B5NLE8	A0A5M8RQI3
733	A0A8F9SYK2	A0A8B5NLE8	A0A5M8RQI3
734	UPI0002A141B9	A0A8B5NLE8	A0A5M8RQI3
735	UPI000FFDFD66	A0A8B5NLE8	A0A5M8RQI3
736	UPI0010643003	A0A8B5NLE8	A0A5M8RQI3
737	UPI0013639A4B	A0A8B5NLE8	A0A5M8RQI3
738	UPI00142E12E9	A0A8B5NLE8	A0A5M8RQI3
739	UPI00155ADD42	A0A8B5NLE8	A0A5M8RQI3
740	UPI000FFDFDC6	A0A8B5NLE8	A0A5M8RQI3
741	UPI001293D127	A0A8B5NLE8	A0A5M8RQI3
742	UPI0013645411	A0A8B5NLE8	A0A5M8RQI3
743	UPI001575AA71	A0A8B5NLE8	A0A5M8RQI3
744	UPI001C239F05	A0A8B5NLE8	A0A5M8RQI3
745	UPI001CE35B9C	A0A8B5NLE8	A0A5M8RQI3
746	UPI001E2914BF	A0A8B5NLE8	A0A5M8RQI3
747	A0A2I5K1D6	A0A8B5NLE8	A0A5M8RQI3
748	A0A2D3DTE2	A0A8B5NLE8	A0A5M8RQI3
749	A0A807M9F9	A0A8B5NLE8	A0A5M8RQI3
750	A0A7U4I045	A0A8B5NLE8	A0A5M8RQI3
751	A0A4V7TTP9	A0A8B5NLE8	A0A5M8RQI3
752	A0A150F4P3	A0A8B5NLE8	A0A5M8RQI3
753	A0A6H3B8E0	A0A8B5NLE8	A0A5M8RQI3
754	S6FKR9	A0A8B5NLE8	A0A5M8RQI3
755	A0A2K9K972	A0A8B5NLE8	A0A5M8RQI3
756	A0A806QCI0	A0A8B5NLE8	A0A5M8RQI3
757	A7Z9E4	A0A8B5NLE8	A0A5M8RQI3
758	A0A291KRB6	A0A8B5NLE8	A0A5M8RQI3
759	W7RDV8	A0A8B5NLE8	A0A5M8RQI3
760	T5HBE7	A0A8B5NLE8	A0A5M8RQI3
761	A0A6C1VU66	A0A8B5NLE8	A0A5M8RQI3
762	A0A5M8RUD1	A0A8B5NLE8	A0A5M8RQI3
763	A0A410QTF9	A0A8B5NLE8	A0A5M8RQI3
764	A0A0T6BKK8	A0A8B5NLE8	A0A5M8RQI3
765	A0A1R1S0T5	A0A8B5NLE8	A0A5M8RQI3
766	A0A415J8B2	A0A8B5NLE8	A0A5M8RQI3
767	UPI000D9860F5	UPI000D9860F5	
768	A0A1S8TAG1	A0A1S8TAG1	A0A650MU22
769	A0A1S8QEI1	A0A1S8TAG1	A0A650MU22
770	A0A1T5DXL3	A0A1T5DXL3	A0A1T5DXL3
771	A0A1T5BUY2	A0A1T5DXL3	A0A1T5DXL3
772	A0A242ASC8	A0A242ASC8	A0A242ASC8
774	A0A2D5BDH6	A0A2D5BDH6	A0A2G4HE76
775	A0A1Z8L8U9	A0A2D5BDH6	A0A2G4HE76
776	A0A0R2RGC0	A0A2D5BDH6	A0A2G4HE76
777	A0A354S7Y8	A0A2D5BDH6	A0A2G4HE76
778	A0A2E9IB12	A0A2E9IB12	
779	A0A2E1Z6A1	A0A2E1Z6A1	
780	A0A2G5GJ07	A0A2G5GJ07	R6JF01
781	A0A432IQA2	A0A2G5GJ07	R6JF01
782	A0A1Q3WYK5	A0A2G5GJ07	R6JF01
783	A0A4S3LXG8	A0A2G5GJ07	R6JF01
784	A0A2E1C2C9	A0A2G5GJ07	R6JF01
785	A0A3R5YW07	A0A2G5GJ07	R6JF01
786	A0A2E4JHH2	A0A2G5GJ07	R6JF01
787	A0A2D8R3Q9	A0A2G5GJ07	R6JF01
788	A0A2E4KQS8	A0A2G5GJ07	R6JF01
789	A0A2E4W904	A0A2G5GJ07	R6JF01
790	A0A7C7H980	A0A2G5GJ07	R6JF01
791	A0A2G6LMU0	A0A2G5GJ07	R6JF01
792	A0A2E9UGR1	A0A2G5GJ07	R6JF01
793	A0A3M8FQ04	A0A2G5GJ07	R6JF01
794	A0A3D1GFK5	A0A2G5GJ07	R6JF01
795	A0A2E6N341	A0A2G5GJ07	R6JF01
796	A0A1E5SUC9	A0A2G5GJ07	R6JF01
797	A0A1E5T6R5	A0A2G5GJ07	R6JF01
798	A0A2E0LA88	A0A2G5GJ07	R6JF01
799	A0A7C1J0T1	A0A2G5GJ07	R6JF01
800	A0A2D8CKH5	A0A2G5GJ07	R6JF01
801	A0A3N4GYX6	A0A2G5GJ07	R6JF01
802	A0A4P6JIN9	A0A2G5GJ07	R6JF01
803	A0A3M9N730	A0A2G5GJ07	R6JF01
804	A0A2E9IQW8	A0A2G5GJ07	R6JF01
805	A0A2D5UMC4	A0A2G5GJ07	R6JF01
806	A0A497DKD1	A0A2G5GJ07	R6JF01
807	A0A2S1SLC4	A0A2G5GJ07	R6JF01
808	A0A2N3AAC1	A0A2G5GJ07	R6JF01
809	A0A661YSL7	A0A2G5GJ07	R6JF01
810	A0A7V4HB81	A0A2G5GJ07	R6JF01
811	A0A399D4A7	A0A2G5GJ07	R6JF01
812	A0A1F3BTW6	A0A2G5GJ07	R6JF01
813	A0A1F3E2P8	A0A2G5GJ07	R6JF01
814	A0A1F3IU64	A0A2G5GJ07	R6JF01
815	A0A418M4W8	A0A2G5GJ07	R6JF01
816	A0A1Q3PHS9	A0A2G5GJ07	R6JF01
817	A0A1S2VN52	A0A2G5GJ07	R6JF01
818	A0A267TKC0	A0A2G5GJ07	R6JF01
819	A0A800F5J9	A0A2G5GJ07	R6JF01
820	A0A8H9WNX8	A0A2G5GJ07	R6JF01
821	A0A2A3U6P0	A0A2G5GJ07	R6JF01
822	A0A3C0XJC4	A0A2G5GJ07	R6JF01
823	A0A3B8QJG4	A0A2G5GJ07	R6JF01
824	A0A661Z0M1	A0A2G5GJ07	R6JF01
825	A0A3S0AML3	A0A2G5GJ07	R6JF01
826	A0A176T2T7	A0A2G5GJ07	R6JF01
827	A0A2D6ANU8	A0A2G5GJ07	R6JF01
828	A0A1M3D0X7	A0A2G5GJ07	R6JF01
829	A0A1L6R3R1	A0A2G5GJ07	R6JF01
830	A0A2H0ISC7	A0A2G5GJ07	R6JF01
831	A0A2R3ZA40	A0A2G5GJ07	R6JF01
832	A0A1L6R7Q2	A0A2G5GJ07	R6JF01
833	A0A2A4NW90	A0A2G5GJ07	R6JF01
834	A0A2A4QZ06	A0A2G5GJ07	R6JF01
835	A0A4Q9VBH6	A0A2G5GJ07	R6JF01
836	A0A2A4R326	A0A2G5GJ07	R6JF01
837	A0A2A4TJC9	A0A2G5GJ07	R6JF01
838	A0A4Y8AR24	A0A2G5GJ07	R6JF01
839	A0A4Y8AVQ0	A0A2G5GJ07	R6JF01
840	A0A524PUR0	A0A2G5GJ07	R6JF01
841	A0A1F3NCN2	A0A2G5GJ07	R6JF01
842	A0A3D4XH13	A0A2G5GJ07	R6JF01
843	A0A2N2VX00	A0A2G5GJ07	R6JF01
844	A0A2N2W8T1	A0A2G5GJ07	R6JF01
845	A0A2N2WQY1	A0A2G5GJ07	R6JF01
846	A0A3D0F2N7	A0A2G5GJ07	R6JF01
847	A0A2J6IAK9	A0A2G5GJ07	R6JF01
848	A0A2J6ICW0	A0A2G5GJ07	R6JF01
849	A0A2G2IQ73	A0A2G5GJ07	R6JF01
850	A0A2E3F3N2	A0A2G5GJ07	R6JF01
851	A0A0S7ZZY0	A0A2G5GJ07	R6JF01
852	A0A2G4HDN6	A0A2G5GJ07	R6JF01
853	A0A3B9UE80	A0A2G5GJ07	R6JF01
854	A0A0E3UYR6	A0A2G5GJ07	R6JF01
855	A0A3M9MWH7	A0A2G5GJ07	R6JF01
856	A0A352FD99	A0A2G5GJ07	R6JF01
857	A0A2E6NHQ5	A0A2G5GJ07	R6JF01
858	A0A520U1X8	A0A2G5GJ07	R6JF01
859	A0A2E1L549	A0A2G5GJ07	R6JF01
860	A0A7C7ZQ55	A0A2G5GJ07	R6JF01
861	A0A2K9PSM9	A0A2G5GJ07	R6JF01
862	A0A250G307	A0A2G5GJ07	R6JF01
863	A0A250EBY1	A0A2G5GJ07	R6JF01
864	A0A2V3ZZW2	A0A2G5GJ07	R6JF01
865	A0A349DLG0	A0A2G5GJ07	R6JF01
866	A0A1Q3GFK9	A0A2G5GJ07	R6JF01
867	A0A2E9T4G9	A0A2G5GJ07	R6JF01
868	A0A2E8KVR2	A0A2G5GJ07	R6JF01
869	A0A7Z9Q6F9	A0A2G5GJ07	R6JF01
870	A0A1D8PBS3	A0A2G5GJ07	R6JF01
871	A0A7X2ZQK2	A0A2G5GJ07	R6JF01
872	A0A2E1AA88	A0A2G5GJ07	R6JF01
873	A0A2N2PAS8	A0A2G5GJ07	R6JF01
874	A0A2E2IWV3	A0A2G5GJ07	R6JF01
875	A0A2S7I4Y0	A0A2G5GJ07	R6JF01
876	A0A257LA22	A0A2G5GJ07	R6JF01
877	A0A2N5YX55	A0A2G5GJ07	R6JF01
878	A0A3C1ZR60	A0A2G5GJ07	R6JF01
879	A0A922ZD30	A0A2G5GJ07	R6JF01
880	A0A7V3CU76	A0A2G5GJ07	R6JF01
881	A0A316SVP3	A0A2G5GJ07	R6JF01
882	A0A0S8JVB9	A0A2G5GJ07	R6JF01
883	A0A399D4U8	A0A2G5GJ07	R6JF01
884	A0A7C1EFR2	A0A2G5GJ07	R6JF01
885	A0A661WSX2	A0A2G5GJ07	R6JF01
886	A0A661WWL1	A0A2G5GJ07	R6JF01
887	A0A352JSP1	A0A2G5GJ07	R6JF01
888	A0A1G0LYF5	A0A2G5GJ07	R6JF01
889	A0A3M1ILN5	A0A2G5GJ07	R6JF01
890	A0A348XL30	A0A2G5GJ07	R6JF01
891	A0A7V5LRD9	A0A2G5GJ07	R6JF01
892	A0A7C0ZLF9	A0A2G5GJ07	R6JF01
893	A0A2E4MEC7	A0A2G5GJ07	R6JF01
894	A0A7Z9TGD3	A0A2G5GJ07	R6JF01
895	A0A2E5U871	A0A2G5GJ07	R6JF01
896	A0A2H0FMP5	A0A2G5GJ07	R6JF01
897	A0A2V7QP82	A0A2G5GJ07	R6JF01
898	A0A2V7L2F8	A0A2G5GJ07	R6JF01
899	A0A2V7MR60	A0A2G5GJ07	R6JF01
900	A0A2V7TET0	A0A2G5GJ07	R6JF01
901	A0A523GS62	A0A2G5GJ07	R6JF01
902	A0A2V7QWE1	A0A2G5GJ07	R6JF01
903	A0A2V7KH09	A0A2G5GJ07	R6JF01
904	A0A2V7KZ70	A0A2G5GJ07	R6JF01
905	A0A2V7M5W4	A0A2G5GJ07	R6JF01
906	A0A2V7MPP3	A0A2G5GJ07	R6JF01
907	A0A1Q7TE01	A0A2G5GJ07	R6JF01
908	A0A2V7TF42	A0A2G5GJ07	R6JF01
909	A0A2V7EXZ6	A0A2G5GJ07	R6JF01
910	A0A1Q7J314	A0A2G5GJ07	R6JF01
911	A0A2V7N9G5	A0A2G5GJ07	R6JF01
912	A0A2V7RDB4	A0A2G5GJ07	R6JF01
913	A0A2V7IYR1	A0A2G5GJ07	R6JF01
914	A0A2V7T1Z1	A0A2G5GJ07	R6JF01
915	A0A2V7PB52	A0A2G5GJ07	R6JF01
916	A0A2V7QF95	A0A2G5GJ07	R6JF01
917	A0A5Q4E478	A0A2G5GJ07	R6JF01
918	A0A6C1QP68	A0A2G5GJ07	R6JF01
919	A0A369IBT7	A0A2G5GJ07	R6JF01
920	A0A4U6D7P2	A0A2G5GJ07	R6JF01
921	A0A344TCJ1	A0A2G5GJ07	R6JF01
922	A0A2N5YNM6	A0A2G5GJ07	R6JF01
923	A0A2E3Y4N8	A0A2G5GJ07	R6JF01
924	A0A2D9PIG7	A0A2G5GJ07	R6JF01
925	A0A352N7J3	A0A2G5GJ07	R6JF01
926	A0A3M1QSM7	A0A2G5GJ07	R6JF01
927	A0A7C1E1G1	A0A2G5GJ07	R6JF01
928	A0A7C2M2H8	A0A2G5GJ07	R6JF01
929	A0A7V3WP83	A0A2G5GJ07	R6JF01
930	A0A2V8GMA3	A0A2G5GJ07	R6JF01
931	A0A2E5HFB4	A0A2G5GJ07	R6JF01
932	A0A2E4L2S1	A0A2G5GJ07	R6JF01
933	A0A2E1WGI3	A0A2G5GJ07	R6JF01
934	A0A2A5CV92	A0A2G5GJ07	R6JF01
935	A0A7C7LKM6	A0A2G5GJ07	R6JF01
936	A0A2E3QSV6	A0A2G5GJ07	R6JF01
937	A0A3M2G2S1	A0A2G5GJ07	R6JF01
938	A0A1V0DGT5	A0A2G5GJ07	R6JF01
939	A0A3D2UAV5	A0A2G5GJ07	R6JF01
940	A0A3D3QPM7	A0A2G5GJ07	R6JF01
941	A0A358EI36	A0A2G5GJ07	R6JF01
942	A0A2E0DR06	A0A2G5GJ07	R6JF01
943	A0A2E8QS01	A0A2G5GJ07	R6JF01
944	A0A2E6MML4	A0A2G5GJ07	R6JF01
945	A0A2P2BVU5	A0A2P2BVU5	A0A2P2BVU5
946	D3AGZ9	A0A2P2BVU5	A0A2P2BVU5
947	R5XEA9	A0A2P2BVU5	A0A2P2BVU5
948	A0A1C6FVA8	A0A2P2BVU5	A0A2P2BVU5
949	A0A174C9P7	A0A2P2BVU5	A0A2P2BVU5
950	A0A1V1I3Y6	A0A2P2BVU5	A0A2P2BVU5
951	A0A6N2Y8C7	A0A2P2BVU5	A0A2P2BVU5
952	A0A6N3CTJ7	A0A2P2BVU5	A0A2P2BVU5
953	A0A2S0UAV6	A0A2S0UAV6	A0A2S0UAV6
