	ld_carboxypeptidases_unclustered	ld_carboxypeptidases_mmseqs_cluster	ld_carboxypeptidases_foldseek_cluster
475	R7I667	A0A3R6SGH9	A0A7C0UC19
476	A0A413I205	A0A3R6SGH9	A0A7C0UC19
477	A0A7R7ICU4	A0A3R6SGH9	A0A7C0UC19
478	UPI00143A5888	A0A3R6SGH9	A0A7C0UC19
479	A0A1Q9JPW6	A0A3R6SGH9	A0A7C0UC19
480	UPI00040CB3D7	A0A3R6SGH9	A0A7C0UC19
481	UPI001D0E86F0	A0A3R6SGH9	A0A7C0UC19
482	UPI0016246773	A0A3R6SGH9	A0A7C0UC19
483	UPI001C0F9F5C	A0A3R6SGH9	A0A7C0UC19
484	UPI000495C7FB	A0A3R6SGH9	A0A7C0UC19
485	UPI001C0D0BA6	A0A3R6SGH9	A0A7C0UC19
486	UPI000A99B2A0	A0A3R6SGH9	A0A7C0UC19
487	UPI00047D9809	A0A3R6SGH9	A0A7C0UC19
488	A0A413Q0W2	A0A3R6SGH9	A0A7C0UC19
489	UPI001FAA1E23	A0A3R6SGH9	A0A7C0UC19
490	A0A374NSX6	A0A3R6SGH9	A0A7C0UC19
491	R6FZG7	A0A3R6SGH9	A0A7C0UC19
492	A0A415U6Y6	A0A3R6SGH9	A0A7C0UC19
493	A0A414B753	A0A3R6SGH9	A0A7C0UC19
494	A0A943S963	A0A3R6SGH9	A0A7C0UC19
495	R5K9J2	A0A3R6SGH9	A0A7C0UC19
496	R6U6G8	A0A3R6SGH9	A0A7C0UC19
497	A0A3A9CAH2	A0A3R6SGH9	A0A7C0UC19
498	A0A3R6PU04	A0A3R6SGH9	A0A7C0UC19
499	R5PE08	A0A3R6SGH9	A0A7C0UC19
500	UPI001C10A58F	A0A3R6SGH9	A0A7C0UC19
501	A0A8F2J892	A0A3R6SGH9	A0A7C0UC19
502	A0A417PKV9	A0A3R6SGH9	A0A7C0UC19
503	A0A416AHE8	A0A3R6SGH9	A0A7C0UC19
504	A0A356DM35	A0A3R6SGH9	A0A7C0UC19
505	A0A417C833	A0A3R6SGH9	A0A7C0UC19
506	A0A373MMT2	A0A3R6SGH9	A0A7C0UC19
507	A0A174TAV1	A0A3R6SGH9	A0A7C0UC19
508	UPI00157001F9	A0A3R6SGH9	A0A7C0UC19
509	A0A174TD93	A0A3R6SGH9	A0A7C0UC19
510	A0A373S3V6	A0A3R6SGH9	A0A7C0UC19
511	A0A416S0H0	A0A3R6SGH9	A0A7C0UC19
512	UPI000E4F074D	A0A3R6SGH9	A0A7C0UC19
513	A0A938Z330	A0A3R6SGH9	A0A7C0UC19
514	UPI001D0687DF	A0A3R6SGH9	A0A7C0UC19
515	A0A3D3RTL6	A0A3R6SGH9	A0A7C0UC19
516	UPI001C01A4C7	A0A3R6SGH9	A0A7C0UC19
517	A0A357GQS4	A0A3R6SGH9	A0A7C0UC19
518	UPI00156DD342	A0A3R6SGH9	A0A7C0UC19
519	A0A416ZNJ8	A0A3R6SGH9	A0A7C0UC19
520	A0A8B3CDD1	A0A3R6SGH9	A0A7C0UC19
521	UPI00156ED7C3	A0A3R6SGH9	A0A7C0UC19
522	A0A417I4V2	A0A3R6SGH9	A0A7C0UC19
523	A0A395YGC0	A0A3R6SGH9	A0A7C0UC19
524	A0A396KY46	A0A3R6SGH9	A0A7C0UC19
525	R7JRD2	A0A3R6SGH9	A0A7C0UC19
526	UPI00156F3A5A	A0A3R6SGH9	A0A7C0UC19
527	UPI001EDDB3E9	A0A3R6SGH9	A0A7C0UC19
528	A0A417SGW0	A0A3R6SGH9	A0A7C0UC19
529	A0A1C5QKQ4	A0A3R6SGH9	A0A7C0UC19
530	A0A416EKP5	A0A3R6SGH9	A0A7C0UC19
531	A0A1Y4RJH7	A0A3R6SGH9	A0A7C0UC19
532	UPI0004187F84	A0A3R6SGH9	A0A7C0UC19
533	UPI00156DC946	A0A3R6SGH9	A0A7C0UC19
534	UPI0006B62BCA	A0A3R6SGH9	A0A7C0UC19
535	UPI0003B3DD6D	A0A3R6SGH9	A0A7C0UC19
536	A0A944AJ91	A0A3R6SGH9	A0A7C0UC19
537	A0A927TCH0	A0A3R6SGH9	A0A7C0UC19
538	C0D3I3	A0A3R6SGH9	A0A7C0UC19
539	A0A1I0IM82	A0A3R6SGH9	A0A7C0UC19
540	UPI000E487493	A0A3R6SGH9	A0A7C0UC19
541	UPI0004658C3B	A0A3R6SGH9	A0A7C0UC19
542	A0A943ID20	A0A3R6SGH9	A0A7C0UC19
543	A0A413FJK5	A0A3R6SGH9	A0A7C0UC19
544	UPI001D08D8C4	A0A3R6SGH9	A0A7C0UC19
545	A0A923LF90	A0A3R6SGH9	A0A7C0UC19
546	A0A1Q6TUT1	A0A3R6SGH9	A0A7C0UC19
547	A0A354IGQ6	A0A3R6SGH9	A0A7C0UC19
548	A0A252F7E0	A0A3R6SGH9	A0A7C0UC19
549	A0A916VDL1	A0A3R6SGH9	A0A7C0UC19
550	A0A4Q6B7U7	A0A4Q6B7U7	A0A7C1D5R2
551	A0A8J6SWC6	A0A4Q6B7U7	A0A7C1D5R2
552	A0A4Q6FM03	A0A4Q6B7U7	A0A7C1D5R2
553	UPI00114CFE93	A0A4Q6B7U7	A0A7C1D5R2
554	A0A542UXJ3	A0A542UXJ3	A0A542UXJ3
555	A0A5C6VKD7	A0A5C6VKD7	A0A7C0UC19
556	A0A6G9HJS4	A0A6G9HJS4	A0A6G9HJS4
557	A0A6L7UC20	A0A6L7UC20	A0A7C1D5R2
558	A0A2V9MGD5	A0A6L7UC20	A0A7C1D5R2
559	A0A7C1IQS8	A0A7C1IQS8	A0A7C0UC19
560	A0A7V1N735	A0A7V1N735	A0A7X7QSS1
561	A0A7V3UG71	A0A7V3UG71	A0A7C0UC19
562	A0A1F7SK94	A0A7V3UG71	A0A7C0UC19
563	A0A1F7RU62	A0A7V3UG71	A0A7C0UC19
564	A0A7C3L535	A0A7V3UG71	A0A7C0UC19
565	A0A7V5NZL3	A0A7V5NZL3	A0A1E4F369
566	A0A177E959	A0A7V5NZL3	A0A1E4F369
567	A0A972RW57	A0A7V5NZL3	A0A1E4F369
568	UPI0003F7F2A2	A0A7V5NZL3	A0A1E4F369
569	F8ABE2	A0A7V5NZL3	A0A1E4F369
570	A0A7X6A731	A0A7X6A731	A0A7C0UC19
571	A0A523ES44	A0A7X6A731	A0A7C0UC19
572	A0A7X6YYW9	A0A7X6YYW9	A0A7C1D5R2
573	A0A7X8GCQ4	A0A7X8GCQ4	A0A7C1D5R2
574	A0A833D0Z9	A0A833D0Z9	A0A2S5XNI7
575	A0A841Q8P9	A0A841Q8P9	A0A841Q8P9
576	A0A852UB62	A0A852UB62	A0A852UB62
577	UPI00214C2C27	UPI00214C2C27	
578	UPI0021CCBEE0	UPI0021CCBEE0	
579	A0A0S2S8K9	UPI0021CCBEE0	
580	UPI002227A28E	UPI002227A28E	
581	A0A3M5STN2	UPI002227A28E	
582	UPI00207D49C2	UPI002227A28E	
583	UPI00083DDB24	UPI002227A28E	
584	UPI001F4DEFC5	UPI002227A28E	
585	A0A2K1QD97	UPI002227A28E	
586	UPI0009BE6D57	UPI002227A28E	
587	A0A3R9FS72	UPI002227A28E	
588	UPI001F176D9A	UPI002227A28E	
589	UPI0004960581	UPI002227A28E	
590	UPI000CF4DC9D	UPI002227A28E	
591	UPI001B313D88	UPI002227A28E	
592	A0A5X4PLL7	UPI002227A28E	
593	UPI002227CEA9	UPI002227A28E	
594	UPI0009AC4DC8	UPI002227A28E	
595	UPI0009ADCA1A	UPI002227A28E	
596	UPI00065CEE86	UPI002227A28E	
597	UPI0007C7D17C	UPI002227A28E	
598	A0A0Q0GSG3	UPI002227A28E	
599	A0A5I1M4G6	UPI002227A28E	
600	UPI002225C9AF	UPI002227A28E	
601	A0A1E7Z1B3	UPI002227A28E	
602	UPI0007C85862	UPI002227A28E	
603	A0A6L6ILU5	UPI002227A28E	
604	UPI001BDAD8C7	UPI002227A28E	
605	A0A2A7T3I8	UPI002227A28E	
606	UPI0005E9C796	UPI002227A28E	
607	UPI001FE55E2E	UPI002227A28E	
608	UPI001FE26E87	UPI002227A28E	
609	UPI001FE97AB3	UPI002227A28E	
610	UPI001FE5EEF4	UPI002227A28E	
611	UPI001F3A032C	UPI002227A28E	
612	UPI001FEA30F9	UPI002227A28E	
613	UPI0005E83666	UPI002227A28E	
614	UPI0005E2D4C5	UPI002227A28E	
615	UPI00201D807C	UPI002227A28E	
616	UPI001C02061D	UPI002227A28E	
617	UPI001FE42583	UPI002227A28E	
618	UPI001FE6F46C	UPI002227A28E	
619	UPI001F429343	UPI002227A28E	
620	UPI001E50BEBA	UPI002227A28E	
621	UPI001FEBBE32	UPI002227A28E	
622	A0A099MIF9	A0A099MIF9	A0A0P8W6A2
623	A0A0F2H9B9	A0A099MIF9	A0A0P8W6A2
624	UPI000CC208BB	UPI000CC208BB	
625	UPI001495CCEA	UPI000CC208BB	
626	UPI000CC22496	UPI000CC208BB	
627	A0A7C7M9P9	A0A7C7M9P9	A0A7C1D5R2
628	A0A7G1IQU3	A0A7G1IQU3	A0A380P0X3
629	F9PF76	A0A7G1IQU3	A0A380P0X3
630	A0A0T8C1X3	A0A7G1IQU3	A0A380P0X3
631	UPI0003A7BE72	A0A7G1IQU3	A0A380P0X3
632	A0A7I8DRN1	A0A7I8DRN1	A0A7C1D5R2
633	A0A8B5WRJ0	A0A7I8DRN1	A0A7C1D5R2
634	A0A939ZH78	A0A7I8DRN1	A0A7C1D5R2
635	A0A939ZL76	A0A7I8DRN1	A0A7C1D5R2
636	UPI00054F1EAC	A0A7I8DRN1	A0A7C1D5R2
637	A0A3E3HWP8	A0A7I8DRN1	A0A7C1D5R2
638	A9KRQ1	A0A7I8DRN1	A0A7C1D5R2
639	UPI000496E12B	A0A7I8DRN1	A0A7C1D5R2
640	A0A3A6HC23	A0A7I8DRN1	A0A7C1D5R2
641	A0A416I3M4	A0A7I8DRN1	A0A7C1D5R2
642	UPI000848670F	A0A7I8DRN1	A0A7C1D5R2
643	UPI0014133F7B	A0A7I8DRN1	A0A7C1D5R2
644	A0A3A9F1J6	A0A7I8DRN1	A0A7C1D5R2
645	A0A1C7GT44	A0A7I8DRN1	A0A7C1D5R2
646	UPI001C3EBA55	A0A7I8DRN1	A0A7C1D5R2
647	A0A7J9WNW2	A0A7J9WNW2	A0A7C1D5R2
648	A0A3A0AZC8	A0A7J9WNW2	A0A7C1D5R2
649	A0A7U9RVG4	A0A7U9RVG4	A0A7U9RVG4
650	A0A7W1YUM5	A0A7W1YUM5	A0A7Y2YMV3
651	A0A7X2T3R1	A0A7X2T3R1	A0A7C0UC19
652	A0A3B8SNL2	A0A7X2T3R1	A0A7C0UC19
653	A0A7X7AZB6	A0A7X7AZB6	A0A7C0UC19
654	A0A7X9CH52	A0A7X9CH52	A0A7U4WW17
655	A0A7Y0LZX2	A0A7Y0LZX2	A0A7Y0LZX2
656	A0A833JCM1	A0A833JCM1	A0A833JCM1
657	A0A6N6VV08	A0A833JCM1	A0A833JCM1
658	A0A845Z5S5	A0A845Z5S5	A0A7C0UC19
659	A0A6P0XDS1	A0A845Z5S5	A0A7C0UC19
660	A0A6P0RJD7	A0A845Z5S5	A0A7C0UC19
661	A0A352X5J4	A0A845Z5S5	A0A7C0UC19
662	A0A6B3P2Z2	A0A845Z5S5	A0A7C0UC19
663	A0A6P0NMR2	A0A845Z5S5	A0A7C0UC19
664	A0A6P0PHK1	A0A845Z5S5	A0A7C0UC19
665	A0A930XCT1	A0A845Z5S5	A0A7C0UC19
666	A0A8D6NY76	A0A845Z5S5	A0A7C0UC19
667	A0A1Q4RRA5	A0A845Z5S5	A0A7C0UC19
668	UPI00031BA52B	A0A845Z5S5	A0A7C0UC19
669	A0A2H2YJ35	A0A845Z5S5	A0A7C0UC19
670	B4VIK7	A0A845Z5S5	A0A7C0UC19
671	A0A969J9H7	A0A845Z5S5	A0A7C0UC19
672	UPI0020A72064	A0A845Z5S5	A0A7C0UC19
673	A0A352ALQ4	A0A845Z5S5	A0A7C0UC19
674	B5VZR9	A0A845Z5S5	A0A7C0UC19
675	H1W9J9	A0A845Z5S5	A0A7C0UC19
676	A0A5Q4HFT7	A0A845Z5S5	A0A7C0UC19
677	UPI00190C5A9C	A0A845Z5S5	A0A7C0UC19
678	UPI0018EF1221	A0A845Z5S5	A0A7C0UC19
679	A0A7C3VJW8	A0A845Z5S5	A0A7C0UC19
680	A0A6H1TW85	A0A845Z5S5	A0A7C0UC19
681	A0A3M2GJL9	A0A845Z5S5	A0A7C0UC19
682	A0A6M0EPV8	A0A845Z5S5	A0A7C0UC19
683	A0A6B3M9L2	A0A845Z5S5	A0A7C0UC19
684	A0A7C9PVE3	A0A845Z5S5	A0A7C0UC19
685	UPI0016890C6C	A0A845Z5S5	A0A7C0UC19
686	UPI001685C75B	A0A845Z5S5	A0A7C0UC19
687	UPI0016889243	A0A845Z5S5	A0A7C0UC19
688	UPI001683829D	A0A845Z5S5	A0A7C0UC19
689	UPI00168393FD	A0A845Z5S5	A0A7C0UC19
690	A0A926XDI2	A0A845Z5S5	A0A7C0UC19
691	UPI00168A1840	A0A845Z5S5	A0A7C0UC19
692	UPI0016846844	A0A845Z5S5	A0A7C0UC19
693	UPI001684B28A	A0A845Z5S5	A0A7C0UC19
694	UPI00020D1717	A0A845Z5S5	A0A7C0UC19
695	A0A355CNJ0	A0A845Z5S5	A0A7C0UC19
696	UPI002236FB73	A0A845Z5S5	A0A7C0UC19
697	A0A2T1E8N9	A0A845Z5S5	A0A7C0UC19
698	A0A976CN33	A0A845Z5S5	A0A7C0UC19
699	K9VG38	A0A845Z5S5	A0A7C0UC19
700	UPI0015549261	A0A845Z5S5	A0A7C0UC19
701	A0A976F2E9	A0A845Z5S5	A0A7C0UC19
702	A0A976FCA9	A0A845Z5S5	A0A7C0UC19
703	UPI001F60745D	A0A845Z5S5	A0A7C0UC19
704	A0A964CCJ1	A0A845Z5S5	A0A7C0UC19
705	UPI0018810715	A0A845Z5S5	A0A7C0UC19
706	A0A964D9U8	A0A845Z5S5	A0A7C0UC19
707	UPI0018816068	A0A845Z5S5	A0A7C0UC19
708	UPI001881847F	A0A845Z5S5	A0A7C0UC19
709	A0A926YF68	A0A845Z5S5	A0A7C0UC19
710	UPI001684F41D	A0A845Z5S5	A0A7C0UC19
711	A0YQN4	A0A845Z5S5	A0A7C0UC19
712	U7QL74	A0A845Z5S5	A0A7C0UC19
713	A0A8I2FQF7	A0A8I2FQF7	
714	A0A8T3SGW3	A0A8T3SGW3	
715	UPI0013EF5DE7	A0A8T3SGW3	
716	A0A177QKB5	A0A8T3SGW3	
717	A0A7D5S4F4	A0A8T3SGW3	
718	A0A378JQ68	A0A8T3SGW3	
719	A0A921HQ06	A0A921HQ06	
720	A0A923U3A8	A0A923U3A8	
721	A0A925YE95	A0A925YE95	
722	A0A497EFZ4	A0A925YE95	
723	A0A662E0N6	A0A925YE95	
724	A0A961BK06	A0A925YE95	
725	A0A2D9T2H7	A0A925YE95	
726	A0A961ANM3	A0A925YE95	
727	A0A960MT47	A0A925YE95	
728	UPI001F2DA88C	A0A925YE95	
729	A0A2D5EZT0	A0A925YE95	
730	A0A7C5J3F1	A0A925YE95	
731	A0A356TD60	A0A925YE95	
732	A0A520Q8V1	A0A925YE95	
733	A0A955VZA5	A0A925YE95	
734	A0A956CZH9	A0A925YE95	
735	A0A2A2Q3Q7	A0A925YE95	
736	A0A960WKC9	A0A925YE95	
737	A0A2E0QTZ1	A0A925YE95	
738	A0A956HXE4	A0A925YE95	
739	A0A2E8CSU5	A0A925YE95	
740	A0A2D5AKH4	A0A925YE95	
741	A0A970ZQN1	A0A925YE95	
742	A0A848WTP3	A0A925YE95	
743	A0A960QJ19	A0A925YE95	
744	A0A955W701	A0A925YE95	
745	A0A955YF84	A0A925YE95	
746	A0A832FDT2	A0A925YE95	
747	A0A956FVB3	A0A925YE95	
748	UPI002254B7FD	A0A925YE95	
749	A0A956JAQ0	A0A925YE95	
750	A0A956L1V4	A0A925YE95	
751	A0A935ZIE7	A0A925YE95	
752	A0A927T0V5	A0A927T0V5	
753	A0A927Y2Y5	A0A927T0V5	
754	A0A936R933	A0A936R933	
755	UPI0020CF9965	A0A936R933	
756	UPI0020CECDE7	A0A936R933	
757	UPI001412408B	A0A936R933	
758	A0A257IWA4	A0A936R933	
759	UPI0020CBAC81	A0A936R933	
760	UPI0020CDEB4B	A0A936R933	
761	E4RQ34	A0A936R933	
762	A0A938KT76	A0A938KT76	
763	A0A941SKW2	A0A941SKW2	
764	A0A950D7R4	A0A950D7R4	
765	A0A958EDL4	A0A958EDL4	
766	A0A962RRE8	A0A962RRE8	
767	A0A964YR65	A0A964YR65	
768	A0A965V1K0	A0A965V1K0	
769	A0A969ZGY6	A0A969ZGY6	
770	G9YG34	G9YG34	G9YG34
771	I0IQU3	I0IQU3	A0A7C0UC19
772	U3GWR9	U3GWR9	A0A6G9HJS4
773	A0A327RD35	A0A327RD35	A0A1M5CBB7
774	A0A4V1KRK7	A0A327RD35	A0A1M5CBB7
775	A0A345NXM1	A0A345NXM1	A0A7C1D5R2
776	A0A2G5X9N9	A0A345NXM1	A0A7C1D5R2
777	A0A7U5JVU8	A0A345NXM1	A0A7C1D5R2
778	F9DXJ9	A0A345NXM1	A0A7C1D5R2
779	A0A3D8YRT3	A0A345NXM1	A0A7C1D5R2
780	UPI001C8EF705	A0A345NXM1	A0A7C1D5R2
781	A0A2G5XPA7	A0A345NXM1	A0A7C1D5R2
782	UPI0003FB14D0	A0A345NXM1	A0A7C1D5R2
783	A0A2G5ZER6	A0A345NXM1	A0A7C1D5R2
784	A0A2G6AND0	A0A345NXM1	A0A7C1D5R2
785	UPI0009DC65F3	A0A345NXM1	A0A7C1D5R2
786	UPI000A16200C	A0A345NXM1	A0A7C1D5R2
787	A0A2G6B773	A0A345NXM1	A0A7C1D5R2
788	UPI000C1685AB	A0A345NXM1	A0A7C1D5R2
789	UPI000C16BBC4	A0A345NXM1	A0A7C1D5R2
790	UPI000C16E00E	A0A345NXM1	A0A7C1D5R2
791	UPI0009C0F5AA	A0A345NXM1	A0A7C1D5R2
792	UPI000C16E6F2	A0A345NXM1	A0A7C1D5R2
793	A0A921FZC6	A0A345NXM1	A0A7C1D5R2
794	A0A2G5VY39	A0A345NXM1	A0A7C1D5R2
795	UPI000C1716ED	A0A345NXM1	A0A7C1D5R2
796	A0A2G5WIL6	A0A345NXM1	A0A7C1D5R2
797	A0A2G5WTH5	A0A345NXM1	A0A7C1D5R2
798	UPI000C17291E	A0A345NXM1	A0A7C1D5R2
799	UPI000471B3F5	A0A345NXM1	A0A7C1D5R2
800	A0A2G5WZ46	A0A345NXM1	A0A7C1D5R2
801	A0A3G3K058	A0A345NXM1	A0A7C1D5R2
802	A0A937K489	A0A345NXM1	A0A7C1D5R2
803	UPI001177E53E	A0A345NXM1	A0A7C1D5R2
804	A0A6N8C1B5	A0A345NXM1	A0A7C1D5R2
805	UPI00177C97E3	A0A345NXM1	A0A7C1D5R2
806	UPI001EEA3CE9	A0A345NXM1	A0A7C1D5R2
807	A0A0C1RDL5	A0A345NXM1	A0A7C1D5R2
808	UPI0009839909	A0A345NXM1	A0A7C1D5R2
809	A0A3D4FNH8	A0A345NXM1	A0A7C1D5R2
810	B9E533	A0A345NXM1	A0A7C1D5R2
811	A0A3B9UX83	A0A345NXM1	A0A7C1D5R2
812	A0A1Q8TU31	A0A345NXM1	A0A7C1D5R2
813	UPI001C1F824C	A0A345NXM1	A0A7C1D5R2
814	A0A0Q9LTF0	A0A345NXM1	A0A7C1D5R2
815	UPI00069F2D02	A0A345NXM1	A0A7C1D5R2
816	A0A3R9NID6	A0A345NXM1	A0A7C1D5R2
817	A0A223KLF4	A0A345NXM1	A0A7C1D5R2
818	UPI000BB7DAC7	A0A345NXM1	A0A7C1D5R2
819	UPI0020216D2D	A0A345NXM1	A0A7C1D5R2
820	A0A2N5GER4	A0A345NXM1	A0A7C1D5R2
821	UPI001E5E464D	A0A345NXM1	A0A7C1D5R2
822	A0A2N5GMB3	A0A345NXM1	A0A7C1D5R2
823	UPI000C76D11A	A0A345NXM1	A0A7C1D5R2
824	A0A2N5GXM3	A0A345NXM1	A0A7C1D5R2
825	UPI00203A96C3	A0A345NXM1	A0A7C1D5R2
826	UPI00193226A1	A0A345NXM1	A0A7C1D5R2
827	A0A3D5UIU5	A0A345NXM1	A0A7C1D5R2
828	A0A7C7AGZ0	A0A345NXM1	A0A7C1D5R2
829	UPI001FA9E85A	A0A345NXM1	A0A7C1D5R2
830	UPI001AE70A3A	A0A345NXM1	A0A7C1D5R2
831	A0A386H1V0	A0A345NXM1	A0A7C1D5R2
832	A0A7X8QIM3	A0A345NXM1	A0A7C1D5R2
833	A0A7X8G117	A0A345NXM1	A0A7C1D5R2
834	A0A974BLQ6	A0A345NXM1	A0A7C1D5R2
835	A0A847AU17	A0A345NXM1	A0A7C1D5R2
836	A0A5M9N895	A0A345NXM1	A0A7C1D5R2
837	UPI00057C6BC2	A0A345NXM1	A0A7C1D5R2
838	UPI001C37E96D	A0A345NXM1	A0A7C1D5R2
839	UPI001C380744	A0A345NXM1	A0A7C1D5R2
840	UPI0018A00078	A0A345NXM1	A0A7C1D5R2
841	A0A5D4TD64	A0A345NXM1	A0A7C1D5R2
842	A0A5D4T2D4	A0A345NXM1	A0A7C1D5R2
843	A0A1Y0CSE6	A0A345NXM1	A0A7C1D5R2
844	UPI00145CC1ED	A0A345NXM1	A0A7C1D5R2
845	A0A7X8RLC2	A0A345NXM1	A0A7C1D5R2
846	UPI0009958659	A0A345NXM1	A0A7C1D5R2
847	UPI001CBD1BE9	A0A345NXM1	A0A7C1D5R2
848	UPI001F467D3D	A0A345NXM1	A0A7C1D5R2
849	F5L6C3	A0A345NXM1	A0A7C1D5R2
850	UPI001A9E1FC5	A0A345NXM1	A0A7C1D5R2
851	UPI001CC09D87	A0A345NXM1	A0A7C1D5R2
852	UPI0020A0E2D8	A0A345NXM1	A0A7C1D5R2
853	UPI00073FBDFD	A0A345NXM1	A0A7C1D5R2
854	UPI0019204E35	A0A345NXM1	A0A7C1D5R2
855	UPI0007172270	A0A345NXM1	A0A7C1D5R2
856	UPI00195BE18E	A0A345NXM1	A0A7C1D5R2
857	A0A4Y7WMX8	A0A345NXM1	A0A7C1D5R2
858	UPI000995A094	A0A345NXM1	A0A7C1D5R2
859	A0A8G0MTA0	A0A345NXM1	A0A7C1D5R2
860	UPI00067BF03C	A0A345NXM1	A0A7C1D5R2
861	A0A494XR11	A0A345NXM1	A0A7C1D5R2
862	F5LLS8	A0A345NXM1	A0A7C1D5R2
863	A0A398CLK7	A0A345NXM1	A0A7C1D5R2
864	UPI001C459338	A0A345NXM1	A0A7C1D5R2
865	A0A231RR65	A0A345NXM1	A0A7C1D5R2
866	A0A7Z2VPY1	A0A345NXM1	A0A7C1D5R2
867	A0A410WUY6	A0A345NXM1	A0A7C1D5R2
868	A0A4Y8M3S3	A0A345NXM1	A0A7C1D5R2
869	UPI000C7D8D47	A0A345NXM1	A0A7C1D5R2
870	UPI0003711673	A0A345NXM1	A0A7C1D5R2
871	UPI000A1C9126	A0A345NXM1	A0A7C1D5R2
872	UPI001C2F57A7	A0A345NXM1	A0A7C1D5R2
873	UPI001E2C754E	A0A345NXM1	A0A7C1D5R2
874	UPI00140C6BC6	A0A345NXM1	A0A7C1D5R2
875	A0A934I6G3	A0A345NXM1	A0A7C1D5R2
876	A0A267TNR7	A0A345NXM1	A0A7C1D5R2
877	A0A371SAN5	A0A345NXM1	A0A7C1D5R2
878	A0A3C1I2B3	A0A345NXM1	A0A7C1D5R2
879	A0A090IR79	A0A345NXM1	A0A7C1D5R2
880	UPI001CD46D3F	A0A345NXM1	A0A7C1D5R2
881	A0A6I2MDI2	A0A345NXM1	A0A7C1D5R2
882	A0A7X3FII9	A0A345NXM1	A0A7C1D5R2
883	UPI001C11CAEF	A0A345NXM1	A0A7C1D5R2
884	A0A923L2H5	A0A345NXM1	A0A7C1D5R2
885	UPI001C88DF27	A0A345NXM1	A0A7C1D5R2
886	A0A498DEA6	A0A345NXM1	A0A7C1D5R2
887	UPI001B2D7B4A	A0A345NXM1	A0A7C1D5R2
888	UPI000839A25C	A0A345NXM1	A0A7C1D5R2
889	A0A2N5MLC2	A0A345NXM1	A0A7C1D5R2
890	UPI000780643D	A0A345NXM1	A0A7C1D5R2
891	UPI0012672740	A0A345NXM1	A0A7C1D5R2
892	A0A372LHW8	A0A345NXM1	A0A7C1D5R2
893	UPI00207A9770	A0A345NXM1	A0A7C1D5R2
894	UPI0021059D12	A0A345NXM1	A0A7C1D5R2
895	A0A4S4C038	A0A345NXM1	A0A7C1D5R2
896	UPI001959B404	A0A345NXM1	A0A7C1D5R2
897	UPI001CC1C009	A0A345NXM1	A0A7C1D5R2
898	A0A2N5FMX1	A0A345NXM1	A0A7C1D5R2
899	A0A3D8Q418	A0A345NXM1	A0A7C1D5R2
900	UPI000BBA577A	A0A345NXM1	A0A7C1D5R2
901	A0A2S8PJZ0	A0A345NXM1	A0A7C1D5R2
902	UPI00163A92E2	A0A345NXM1	A0A7C1D5R2
903	A0A179SMI1	A0A345NXM1	A0A7C1D5R2
904	A0A345PJK6	A0A345NXM1	A0A7C1D5R2
905	UPI0003495EE4	A0A345NXM1	A0A7C1D5R2
906	A0A2U8E954	A0A345NXM1	A0A7C1D5R2
907	UPI0017495B0B	A0A345NXM1	A0A7C1D5R2
908	UPI001BA6173F	A0A345NXM1	A0A7C1D5R2
909	UPI001C0F40DC	A0A345NXM1	A0A7C1D5R2
910	UPI00116254E5	A0A345NXM1	A0A7C1D5R2
911	UPI001B25D12D	A0A345NXM1	A0A7C1D5R2
912	G4H8G7	A0A345NXM1	A0A7C1D5R2
913	UPI0011AB62A8	A0A345NXM1	A0A7C1D5R2
914	A0A2A5LDK6	A0A345NXM1	A0A7C1D5R2
915	UPI00203ACA7B	A0A345NXM1	A0A7C1D5R2
916	UPI000248CC91	A0A345NXM1	A0A7C1D5R2
917	A0A269W822	A0A345NXM1	A0A7C1D5R2
918	A0A163FC37	A0A345NXM1	A0A7C1D5R2
919	A0A4P6ZV14	A0A345NXM1	A0A7C1D5R2
920	UPI0016443F3B	A0A345NXM1	A0A7C1D5R2
921	UPI001A91CA11	A0A345NXM1	A0A7C1D5R2
922	UPI00030E4163	A0A345NXM1	A0A7C1D5R2
923	A0A2W1NJ61	A0A345NXM1	A0A7C1D5R2
924	A0A0K2WHK3	A0A345NXM1	A0A7C1D5R2
925	A0A1B1Z2A1	A0A345NXM1	A0A7C1D5R2
926	A0A385TIP9	A0A345NXM1	A0A7C1D5R2
927	UPI00094FB005	A0A345NXM1	A0A7C1D5R2
928	UPI000FD7E01A	A0A345NXM1	A0A7C1D5R2
929	UPI001A978D43	A0A345NXM1	A0A7C1D5R2
930	A0A221M7G2	A0A345NXM1	A0A7C1D5R2
931	D3ECB7	A0A345NXM1	A0A7C1D5R2
932	UPI0018CF4B54	A0A345NXM1	A0A7C1D5R2
933	UPI001F32B336	A0A345NXM1	A0A7C1D5R2
934	UPI0022A98981	A0A345NXM1	A0A7C1D5R2
935	UPI000986D5C1	A0A345NXM1	A0A7C1D5R2
936	UPI00178631DD	A0A345NXM1	A0A7C1D5R2
937	UPI00203FFAD7	A0A345NXM1	A0A7C1D5R2
938	UPI002118C7F8	A0A345NXM1	A0A7C1D5R2
939	A0A1B2E4Q6	A0A345NXM1	A0A7C1D5R2
940	A0A1R0WGJ2	A0A345NXM1	A0A7C1D5R2
941	A0A6M0RB22	A0A345NXM1	A0A7C1D5R2
942	UPI0006A79488	A0A345NXM1	A0A7C1D5R2
