mmseqs_cluster	unclustered
DL-endopeptidase_UniRef100_S7SZV7|1350|g__Geobacillus.s__Geobacillus_species	DL-endopeptidase_UniRef100_S7SZV7|1350|g__Geobacillus.s__Geobacillus_species
DL-endopeptidase_UniRef100_A0A143XXX3|1077|g__Clostridiales.s__Clostridiales_species	DL-endopeptidase_UniRef100_A0A143XXX3|1077|g__Clostridiales.s__Clostridiales_species
DL-endopeptidase_UniRef100_A0A173TCM6|1182|g__Eubacterium.s__Eubacterium_species	DL-endopeptidase_UniRef100_A0A173TCM6|1182|g__Eubacterium.s__Eubacterium_species
DL-endopeptidase_UniRef100_A0A1C6J839|918|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A1C6J839|918|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A1C6J839|918|g__uncultured.s__uncultured_species	DL-endopeptidase_UniRef100_A0A8J6IN73|918|g__Neobittarella.s__Neobittarella_species
DL-endopeptidase_UniRef100_A0A1U9NP23|801|g__Anaerohalosphaera.s__Anaerohalosphaera_species	DL-endopeptidase_UniRef100_A0A1U9NP23|801|g__Anaerohalosphaera.s__Anaerohalosphaera_species
DL-endopeptidase_UniRef100_A0A1Y6AQ80|1200|g__Bacillus.s__Bacillus_species	DL-endopeptidase_UniRef100_A0A1Y6AQ80|1200|g__Bacillus.s__Bacillus_species
DL-endopeptidase_UniRef100_A0A916IAR6|984|g__Anaerolineales.s__Anaerolineales_species	DL-endopeptidase_UniRef100_A0A916IAR6|984|g__Anaerolineales.s__Anaerolineales_species
DL-endopeptidase_UniRef100_A0A1M6BA32|1050|g__Butyrivibrio.s__Butyrivibrio_species	DL-endopeptidase_UniRef100_A0A1M6BA32|1050|g__Butyrivibrio.s__Butyrivibrio_species
DL-endopeptidase_UniRef100_A0A1M6BA32|1050|g__Butyrivibrio.s__Butyrivibrio_species	DL-endopeptidase_UniRef100_A0A1H9G4G2|1011|g__Butyrivibrio.s__Butyrivibrio_species
DL-endopeptidase_UniRef100_A0A1M6BA32|1050|g__Butyrivibrio.s__Butyrivibrio_species	DL-endopeptidase_UniRef100_A0A1H9PQ19|1011|g__Butyrivibrio.s__Butyrivibrio_species
DL-endopeptidase_UniRef100_A0A7U9WXR3|1290|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A7U9WXR3|1290|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A7U9WXR3|1290|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A7U9WQE5|1110|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A7U9WXR3|1290|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A7U9R2H9|1059|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A7U9WXR3|1290|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A1C5QP14|1017|g__uncultured.s__uncultured_species
DL-endopeptidase_UniRef100_A0A7U9WXR3|1290|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A7U9XGK3|1071|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A7U9WXR3|1290|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A7U9MSJ1|1056|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A0A1MTG8|1029|g__Oceanobacillus.s__Oceanobacillus_species	DL-endopeptidase_UniRef100_A0A0A1MTG8|1029|g__Oceanobacillus.s__Oceanobacillus_species
DL-endopeptidase_UniRef100_A0A0A1MTG8|1029|g__Oceanobacillus.s__Oceanobacillus_species	DL-endopeptidase_UniRef100_A0A6N3E2V5|927|g__Streptococcus.s__Streptococcus_species
DL-endopeptidase_UniRef100_A0A0A1MTG8|1029|g__Oceanobacillus.s__Oceanobacillus_species	DL-endopeptidase_UniRef100_A0A6N3BHG0|1011|g__Roseburia.s__Roseburia_species
DL-endopeptidase_UniRef100_A0A174QUU0|1728|g__Anaerostipes.s__Anaerostipes_species	DL-endopeptidase_UniRef100_A0A174QUU0|1728|g__Anaerostipes.s__Anaerostipes_species
DL-endopeptidase_UniRef100_A0A174QUU0|1728|g__Anaerostipes.s__Anaerostipes_species	DL-endopeptidase_UniRef100_A0A174BSD0|1716|g__Anaerostipes.s__Anaerostipes_species
DL-endopeptidase_UniRef100_A0A1V5N0W8|807|g__Bacteroidetes.s__Bacteroidetes_species	DL-endopeptidase_UniRef100_A0A1V5N0W8|807|g__Bacteroidetes.s__Bacteroidetes_species
DL-endopeptidase_UniRef100_A0A2H6EP44|330|g__bacterium.s__bacterium_species	DL-endopeptidase_UniRef100_A0A2H6EP44|330|g__bacterium.s__bacterium_species
DL-endopeptidase_UniRef100_L8DHP6|459|g__Rhodococcus.s__Rhodococcus_species	DL-endopeptidase_UniRef100_L8DHP6|459|g__Rhodococcus.s__Rhodococcus_species
DL-endopeptidase_UniRef100_A0A1V5RLE0|1191|g__Chloroflexi.s__Chloroflexi_species	DL-endopeptidase_UniRef100_A0A1V5RLE0|1191|g__Chloroflexi.s__Chloroflexi_species
DL-endopeptidase_UniRef100_A0A378NJZ7|852|g__Micrococcus.s__Micrococcus_species	DL-endopeptidase_UniRef100_A0A378NJZ7|852|g__Micrococcus.s__Micrococcus_species
DL-endopeptidase_UniRef100_A0A7U9RW63|1224|g__Lachnospiraceae.s__Lachnospiraceae_species	DL-endopeptidase_UniRef100_A0A7U9RW63|1224|g__Lachnospiraceae.s__Lachnospiraceae_species
DL-endopeptidase_UniRef100_A0A173SQ00|1278|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A173SQ00|1278|g__Eubacteriales.s__Eubacteriales_species
DL-endopeptidase_UniRef100_A0A173SQ00|1278|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A173XJ87|1257|g__[Eubacterium].s__[Eubacterium]_species
DL-endopeptidase_UniRef100_A0A173SQ00|1278|g__Eubacteriales.s__Eubacteriales_species	DL-endopeptidase_UniRef100_A0A174MFZ4|1269|g__[Eubacterium].s__[Eubacterium]_species
DL-endopeptidase_UniRef100_A0A1U9Z5B0|435|g__Martelella.s__Martelella_species	DL-endopeptidase_UniRef100_A0A1U9Z5B0|435|g__Martelella.s__Martelella_species
DL-endopeptidase_UniRef100_A0A259UPD7|555|g__Sporomusa.s__Sporomusa_species	DL-endopeptidase_UniRef100_A0A259UPD7|555|g__Sporomusa.s__Sporomusa_species
DL-endopeptidase_UniRef100_A0A259UPD7|555|g__Sporomusa.s__Sporomusa_species	DL-endopeptidase_UniRef100_A0A348AEV1|552|g__Methylomusa.s__Methylomusa_species
DL-endopeptidase_UniRef100_A0A259UPD7|555|g__Sporomusa.s__Sporomusa_species	DL-endopeptidase_UniRef100_A0A259ULV1|552|g__Sporomusa.s__Sporomusa_species
DL-endopeptidase_UniRef100_A0A259UPD7|555|g__Sporomusa.s__Sporomusa_species	DL-endopeptidase_UniRef100_A0A402BSX8|555|g__Sporomusaceae.s__Sporomusaceae_species
DL-endopeptidase_UniRef100_A0A259UPD7|555|g__Sporomusa.s__Sporomusa_species	DL-endopeptidase_UniRef100_A0A517DW27|552|g__Sporomusa.s__Sporomusa_species
DL-endopeptidase_UniRef100_A0A388PTQ8|564|g__Methylophilaceae.s__Methylophilaceae_species	DL-endopeptidase_UniRef100_A0A388PTQ8|564|g__Methylophilaceae.s__Methylophilaceae_species
DL-endopeptidase_UniRef100_V4YL22|642|g__Betaproteobacteria.s__Betaproteobacteria_species	DL-endopeptidase_UniRef100_V4YL22|642|g__Betaproteobacteria.s__Betaproteobacteria_species
DL-endopeptidase_UniRef100_A0A2U3N4J8|1509|g__Acinetobacter.s__Acinetobacter_species	DL-endopeptidase_UniRef100_A0A2U3N4J8|1509|g__Acinetobacter.s__Acinetobacter_species
DL-endopeptidase_UniRef100_A0A508YJ95|1197|g__Limosilactobacillus.s__Limosilactobacillus_species	DL-endopeptidase_UniRef100_A0A508YJ95|1197|g__Limosilactobacillus.s__Limosilactobacillus_species
DL-endopeptidase_UniRef100_M7NHB2|1095|g__Bhargavaea.s__Bhargavaea_species	DL-endopeptidase_UniRef100_M7NHB2|1095|g__Bhargavaea.s__Bhargavaea_species
DL-endopeptidase_UniRef100_A0A1V5Q315|1014|g__Chloroflexi.s__Chloroflexi_species	DL-endopeptidase_UniRef100_A0A1V5Q315|1014|g__Chloroflexi.s__Chloroflexi_species
DL-endopeptidase_UniRef100_A0A328MZM0|1014|g__Micromonospora.s__Micromonospora_species	DL-endopeptidase_UniRef100_A0A328MZM0|1014|g__Micromonospora.s__Micromonospora_species
DL-endopeptidase_UniRef100_A0A328MZM0|1014|g__Micromonospora.s__Micromonospora_species	DL-endopeptidase_UniRef100_A0A810MPU0|924|g__Polymorphospora.s__Polymorphospora_species
DL-endopeptidase_UniRef100_A0A328MZM0|1014|g__Micromonospora.s__Micromonospora_species	DL-endopeptidase_UniRef100_A0A328NHS7|981|g__Micromonospora.s__Micromonospora_species
DL-endopeptidase_UniRef100_A0A328MZM0|1014|g__Micromonospora.s__Micromonospora_species	DL-endopeptidase_UniRef100_A0A3E2YLF3|930|g__Micromonospora.s__Micromonospora_species
DL-endopeptidase_UniRef100_A0A328MZM0|1014|g__Micromonospora.s__Micromonospora_species	DL-endopeptidase_UniRef100_A0A6V8K468|867|g__Phytohabitans.s__Phytohabitans_species
DL-endopeptidase_UniRef100_A0A328MZM0|1014|g__Micromonospora.s__Micromonospora_species	DL-endopeptidase_UniRef100_A0A2P8AVF0|927|g__Micromonospora.s__Micromonospora_species
DL-endopeptidase_UniRef100_A0A4U8QLW8|1479|g__Robinsoniella.s__Robinsoniella_species	DL-endopeptidase_UniRef100_A0A4U8QLW8|1479|g__Robinsoniella.s__Robinsoniella_species
DL-endopeptidase_UniRef100_M7NQY8|780|g__Cesiribacter.s__Cesiribacter_species	DL-endopeptidase_UniRef100_M7NQY8|780|g__Cesiribacter.s__Cesiribacter_species
DL-endopeptidase_UniRef100_R7HVK1|1155|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_R7HVK1|1155|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_A0A080LTB7|507|g__Candidatus.s__Candidatus_species	DL-endopeptidase_UniRef100_A0A080LTB7|507|g__Candidatus.s__Candidatus_species
DL-endopeptidase_UniRef100_A0A080LTB7|507|g__Candidatus.s__Candidatus_species	DL-endopeptidase_UniRef100_A0A080M2G0|504|g__Candidatus.s__Candidatus_species
DL-endopeptidase_UniRef100_A0A3P8KH75|1179|g__Tsukamurella.s__Tsukamurella_species	DL-endopeptidase_UniRef100_A0A3P8KH75|1179|g__Tsukamurella.s__Tsukamurella_species
DL-endopeptidase_UniRef100_V6MCF6|912|g__Brevibacillus.s__Brevibacillus_species	DL-endopeptidase_UniRef100_V6MCF6|912|g__Brevibacillus.s__Brevibacillus_species
DL-endopeptidase_UniRef100_V6MCF6|912|g__Brevibacillus.s__Brevibacillus_species	DL-endopeptidase_UniRef100_C0ZCP7|879|g__Brevibacillus.s__Brevibacillus_species
DL-endopeptidase_UniRef100_V6MCF6|912|g__Brevibacillus.s__Brevibacillus_species	DL-endopeptidase_UniRef100_M8E2F8|912|g__Brevibacillus.s__Brevibacillus_species
DL-endopeptidase_UniRef100_A0A132I0H7|882|g__Micrococcus.s__Micrococcus_species	DL-endopeptidase_UniRef100_A0A132I0H7|882|g__Micrococcus.s__Micrococcus_species
DL-endopeptidase_UniRef100_A0A132I0H7|882|g__Micrococcus.s__Micrococcus_species	DL-endopeptidase_UniRef100_A0A378NMA0|876|g__Micrococcus.s__Micrococcus_species
DL-endopeptidase_UniRef100_A0A132I0H7|882|g__Micrococcus.s__Micrococcus_species	DL-endopeptidase_UniRef100_A0A7Z7P8C5|882|g__Micrococcus.s__Micrococcus_species
DL-endopeptidase_UniRef100_A0A132I0H7|882|g__Micrococcus.s__Micrococcus_species	DL-endopeptidase_UniRef100_A0A653J3P4|876|g__Micrococcus.s__Micrococcus_species
DL-endopeptidase_UniRef100_A0A1V5HWU4|513|g__Spirochaetes.s__Spirochaetes_species	DL-endopeptidase_UniRef100_A0A1V5HWU4|513|g__Spirochaetes.s__Spirochaetes_species
DL-endopeptidase_UniRef100_A0A511UW83|1290|g__Cerasibacillus.s__Cerasibacillus_species	DL-endopeptidase_UniRef100_A0A511UW83|1290|g__Cerasibacillus.s__Cerasibacillus_species
DL-endopeptidase_UniRef100_A0A511UW83|1290|g__Cerasibacillus.s__Cerasibacillus_species	DL-endopeptidase_UniRef100_A0A0U9H9G9|1101|g__Oceanobacillus.s__Oceanobacillus_species
DL-endopeptidase_UniRef100_A0A511UW83|1290|g__Cerasibacillus.s__Cerasibacillus_species	DL-endopeptidase_UniRef100_A0A024Q8L6|1068|g__Virgibacillus.s__Virgibacillus_species
DL-endopeptidase_UniRef100_A0A559UND0|1119|g__Bacillaceae.s__Bacillaceae_species	DL-endopeptidase_UniRef100_A0A559UND0|1119|g__Bacillaceae.s__Bacillaceae_species
DL-endopeptidase_UniRef100_A0A1G8SQW0|1158|g__Salimicrobium.s__Salimicrobium_species	DL-endopeptidase_UniRef100_A0A1G8SQW0|1158|g__Salimicrobium.s__Salimicrobium_species
DL-endopeptidase_UniRef100_A0A1G8SQW0|1158|g__Salimicrobium.s__Salimicrobium_species	DL-endopeptidase_UniRef100_A0A1N7IV07|438|g__Salimicrobium.s__Salimicrobium_species
DL-endopeptidase_UniRef100_A0A1V5PM79|636|g__bacterium.s__bacterium_species	DL-endopeptidase_UniRef100_A0A1V5PM79|636|g__bacterium.s__bacterium_species
DL-endopeptidase_UniRef100_A0A7T1F3W4|1404|g__Atribacter.s__Atribacter_species	DL-endopeptidase_UniRef100_A0A7T1F3W4|1404|g__Atribacter.s__Atribacter_species
DL-endopeptidase_UniRef100_A0A2S1XT41|1317|g__Azospirillum.s__Azospirillum_species	DL-endopeptidase_UniRef100_A0A2S1XT41|1317|g__Azospirillum.s__Azospirillum_species
DL-endopeptidase_UniRef100_A0A2S1XT41|1317|g__Azospirillum.s__Azospirillum_species	DL-endopeptidase_UniRef100_A0A060DHE3|1251|g__Azospirillum.s__Azospirillum_species
DL-endopeptidase_UniRef100_A0A2S1XT41|1317|g__Azospirillum.s__Azospirillum_species	DL-endopeptidase_UniRef100_A0A235HJA8|1230|g__Azospirillum.s__Azospirillum_species
DL-endopeptidase_UniRef100_A0A2S1XT41|1317|g__Azospirillum.s__Azospirillum_species	DL-endopeptidase_UniRef100_A0A2B8B8T3|1272|g__Azospirillum.s__Azospirillum_species
DL-endopeptidase_UniRef100_A0A2S1XT41|1317|g__Azospirillum.s__Azospirillum_species	DL-endopeptidase_UniRef100_A0A2U1VK32|1215|g__Azospirillum.s__Azospirillum_species
DL-endopeptidase_UniRef100_A0A2S1XT41|1317|g__Azospirillum.s__Azospirillum_species	DL-endopeptidase_UniRef100_A0A2U1WFM2|1272|g__Azospirillum.s__Azospirillum_species
DL-endopeptidase_UniRef100_A0A2S1XT41|1317|g__Azospirillum.s__Azospirillum_species	DL-endopeptidase_UniRef100_A0A2U1XKT0|1272|g__Azospirillum.s__Azospirillum_species
DL-endopeptidase_UniRef100_A0A2S1XT41|1317|g__Azospirillum.s__Azospirillum_species	DL-endopeptidase_UniRef100_A0A0F2KU74|1269|g__Azospirillum.s__Azospirillum_species
DL-endopeptidase_UniRef100_A0A2S1XT41|1317|g__Azospirillum.s__Azospirillum_species	DL-endopeptidase_UniRef100_A0A2S2CKT6|1287|g__Azospirillum.s__Azospirillum_species
DL-endopeptidase_UniRef100_A0A2S1XT41|1317|g__Azospirillum.s__Azospirillum_species	DL-endopeptidase_UniRef100_G7Z707|1266|g__Azospirillum.s__Azospirillum_species
DL-endopeptidase_UniRef100_A0A2S1XT41|1317|g__Azospirillum.s__Azospirillum_species	DL-endopeptidase_UniRef100_A0A2U1WT61|1278|g__Azospirillum.s__Azospirillum_species
DL-endopeptidase_UniRef100_A0A2S1XT41|1317|g__Azospirillum.s__Azospirillum_species	DL-endopeptidase_UniRef100_A0A2U1X5I0|1215|g__Azospirillum.s__Azospirillum_species
DL-endopeptidase_UniRef100_A0A2S1XT41|1317|g__Azospirillum.s__Azospirillum_species	DL-endopeptidase_UniRef100_A0A2U1Y8A5|1308|g__Azospirillum.s__Azospirillum_species
DL-endopeptidase_UniRef100_A0A2S1XT41|1317|g__Azospirillum.s__Azospirillum_species	DL-endopeptidase_UniRef100_A0A2U9S1W9|1236|g__Azospirillum.s__Azospirillum_species
DL-endopeptidase_UniRef100_A0A1V5U3I2|1095|g__Firmicutes.s__Firmicutes_species	DL-endopeptidase_UniRef100_A0A1V5U3I2|1095|g__Firmicutes.s__Firmicutes_species
DL-endopeptidase_UniRef100_A0A1Y5TI89|870|g__Falsiruegeria.s__Falsiruegeria_species	DL-endopeptidase_UniRef100_A0A1Y5TI89|870|g__Falsiruegeria.s__Falsiruegeria_species
DL-endopeptidase_UniRef100_A0A330LFL9|1539|g__Latilactobacillus.s__Latilactobacillus_species	DL-endopeptidase_UniRef100_A0A330LFL9|1539|g__Latilactobacillus.s__Latilactobacillus_species
DL-endopeptidase_UniRef100_A0A1M5VYK8|1251|g__Clostridium.s__Clostridium_species	DL-endopeptidase_UniRef100_A0A1M5VYK8|1251|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_A0A097AQH5|921|g__Thermoanaerobacter.s__Thermoanaerobacter_species	DL-endopeptidase_UniRef100_A0A097AQH5|921|g__Thermoanaerobacter.s__Thermoanaerobacter_species
DL-endopeptidase_UniRef100_A0A1V5F347|774|g__Bacteroidetes.s__Bacteroidetes_species	DL-endopeptidase_UniRef100_A0A1V5F347|774|g__Bacteroidetes.s__Bacteroidetes_species
DL-endopeptidase_UniRef100_A0A2H5YNU4|1299|g__bacterium.s__bacterium_species	DL-endopeptidase_UniRef100_A0A2H5YNU4|1299|g__bacterium.s__bacterium_species
DL-endopeptidase_UniRef100_A0A422M907|666|g__Lacticaseibacillus.s__Lacticaseibacillus_species	DL-endopeptidase_UniRef100_A0A422M907|666|g__Lacticaseibacillus.s__Lacticaseibacillus_species
DL-endopeptidase_UniRef100_A0A7M4DGD1|1212|g__Occultella.s__Occultella_species	DL-endopeptidase_UniRef100_A0A7M4DGD1|1212|g__Occultella.s__Occultella_species
DL-endopeptidase_UniRef100_I0JQX9|1671|g__Halobacillus.s__Halobacillus_species	DL-endopeptidase_UniRef100_I0JQX9|1671|g__Halobacillus.s__Halobacillus_species
DL-endopeptidase_UniRef100_A0A1H0WYG5|1344|g__Litchfieldia.s__Litchfieldia_species	DL-endopeptidase_UniRef100_A0A1H0WYG5|1344|g__Litchfieldia.s__Litchfieldia_species
DL-endopeptidase_UniRef100_A0A1V5PMQ5|1158|g__Chloroflexi.s__Chloroflexi_species	DL-endopeptidase_UniRef100_A0A1V5PMQ5|1158|g__Chloroflexi.s__Chloroflexi_species
DL-endopeptidase_UniRef100_A0A1V5PMQ5|1158|g__Chloroflexi.s__Chloroflexi_species	DL-endopeptidase_UniRef100_A0A1V5WF40|1158|g__Chloroflexi.s__Chloroflexi_species
DL-endopeptidase_UniRef100_A0A562JGS4|858|g__Cytobacillus.s__Cytobacillus_species	DL-endopeptidase_UniRef100_A0A562JGS4|858|g__Cytobacillus.s__Cytobacillus_species
DL-endopeptidase_UniRef100_A0A5D0D2L3|1719|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A5D0D2L3|1719|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A5D0D2L3|1719|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A1G9EPX3|1524|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A5D0D2L3|1719|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A7W3STM3|1422|g__Fontibacillus.s__Fontibacillus_species
DL-endopeptidase_UniRef100_A0A5D0D2L3|1719|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A1G7NLH5|1467|g__Fontibacillus.s__Fontibacillus_species
DL-endopeptidase_UniRef100_A0A5D0D2L3|1719|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A1G9LGC0|1548|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A5D0D2L3|1719|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A3S1BMZ4|1530|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A5D0D2L3|1719|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A1H8L4C1|1575|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A5D0D2L3|1719|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A6M1PHG2|1566|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A5D0D2L3|1719|g__Paenibacillus.s__Paenibacillus_species	DL-endopeptidase_UniRef100_A0A3S9V6F5|1431|g__Paenibacillus.s__Paenibacillus_species
DL-endopeptidase_UniRef100_A0A143XWZ4|1266|g__Clostridiales.s__Clostridiales_species	DL-endopeptidase_UniRef100_A0A143XWZ4|1266|g__Clostridiales.s__Clostridiales_species
DL-endopeptidase_UniRef100_A0A177H8H2|834|g__Rhodobacteraceae.s__Rhodobacteraceae_species	DL-endopeptidase_UniRef100_A0A177H8H2|834|g__Rhodobacteraceae.s__Rhodobacteraceae_species
DL-endopeptidase_UniRef100_A0A1U7M8V5|1083|g__Tissierella.s__Tissierella_species	DL-endopeptidase_UniRef100_A0A1U7M8V5|1083|g__Tissierella.s__Tissierella_species
DL-endopeptidase_UniRef100_A0A2N9BB34|930|g__Streptomyces.s__Streptomyces_species	DL-endopeptidase_UniRef100_A0A2N9BB34|930|g__Streptomyces.s__Streptomyces_species
DL-endopeptidase_UniRef100_A0A3N6GQP9|1230|g__Streptomyces.s__Streptomyces_species	DL-endopeptidase_UniRef100_A0A3N6GQP9|1230|g__Streptomyces.s__Streptomyces_species
DL-endopeptidase_UniRef100_A0A3N6GQP9|1230|g__Streptomyces.s__Streptomyces_species	DL-endopeptidase_UniRef100_A0A100JYF2|1005|g__Streptomyces.s__Streptomyces_species
DL-endopeptidase_UniRef100_A0A3N6GQP9|1230|g__Streptomyces.s__Streptomyces_species	DL-endopeptidase_UniRef100_A0A385ZME0|1005|g__Streptomyces.s__Streptomyces_species
DL-endopeptidase_UniRef100_A0A3N6GQP9|1230|g__Streptomyces.s__Streptomyces_species	DL-endopeptidase_UniRef100_A0A387HCG6|1005|g__Streptomyces.s__Streptomyces_species
DL-endopeptidase_UniRef100_A0A3N6GQP9|1230|g__Streptomyces.s__Streptomyces_species	DL-endopeptidase_UniRef100_A0A2Z5K2N6|1020|g__Streptomyces.s__Streptomyces_species
DL-endopeptidase_UniRef100_A0A3N6GQP9|1230|g__Streptomyces.s__Streptomyces_species	DL-endopeptidase_UniRef100_A0A3N6G7Q6|1008|g__Streptomyces.s__Streptomyces_species
DL-endopeptidase_UniRef100_A0A3N6GQP9|1230|g__Streptomyces.s__Streptomyces_species	DL-endopeptidase_UniRef100_A0A2N9BBU2|1005|g__Streptomyces.s__Streptomyces_species
DL-endopeptidase_UniRef100_A0A3N6GQP9|1230|g__Streptomyces.s__Streptomyces_species	DL-endopeptidase_UniRef100_A0A6C0Q549|1026|g__Streptomyces.s__Streptomyces_species
DL-endopeptidase_UniRef100_A0A3N6GQP9|1230|g__Streptomyces.s__Streptomyces_species	DL-endopeptidase_UniRef100_A0A1Y2MQ80|1002|g__Streptomyces.s__Streptomyces_species
DL-endopeptidase_UniRef100_A0A3N6GQP9|1230|g__Streptomyces.s__Streptomyces_species	DL-endopeptidase_UniRef100_A0A445N9H6|1005|g__Streptomyces.s__Streptomyces_species
DL-endopeptidase_UniRef100_A0A4U9W399|771|g__Sphingobacterium.s__Sphingobacterium_species	DL-endopeptidase_UniRef100_A0A4U9W399|771|g__Sphingobacterium.s__Sphingobacterium_species
DL-endopeptidase_UniRef100_A0A4U9W399|771|g__Sphingobacterium.s__Sphingobacterium_species	DL-endopeptidase_UniRef100_A0A654DL10|771|g__Sphingobacterium.s__Sphingobacterium_species
DL-endopeptidase_UniRef100_A0A4U9W399|771|g__Sphingobacterium.s__Sphingobacterium_species	DL-endopeptidase_UniRef100_A0A380BIQ4|771|g__Sphingobacterium.s__Sphingobacterium_species
DL-endopeptidase_UniRef100_A0A6S6XCB1|858|g__Ruminococcaceae.s__Ruminococcaceae_species	DL-endopeptidase_UniRef100_A0A6S6XCB1|858|g__Ruminococcaceae.s__Ruminococcaceae_species
DL-endopeptidase_UniRef100_A0A6S6XCB1|858|g__Ruminococcaceae.s__Ruminococcaceae_species	DL-endopeptidase_UniRef100_J0MY21|840|g__Clostridium.s__Clostridium_species
DL-endopeptidase_UniRef100_A0A6S6XCB1|858|g__Ruminococcaceae.s__Ruminococcaceae_species	DL-endopeptidase_UniRef100_A0A928K2M9|840|g__Oscillospiraceae.s__Oscillospiraceae_species
DL-endopeptidase_UniRef100_A0A6S6XCB1|858|g__Ruminococcaceae.s__Ruminococcaceae_species	DL-endopeptidase_UniRef100_A0A928KYG8|840|g__[Clostridium].s__[Clostridium]_species
DL-endopeptidase_UniRef100_G4ETU0|1131|g__Bacillaceae.s__Bacillaceae_species	DL-endopeptidase_UniRef100_G4ETU0|1131|g__Bacillaceae.s__Bacillaceae_species
